Age,Experience,Skill,RushFactor,WorkStart,WorkDuration,WorkEnd,HomeLat,HomeLng,WorkLat,WorkLng,PreviousAccidents,Accidents
45,23,0.946,0.770,9,5,14,59.8990,30.4638,60.0362,30.3593,1,0
29,6,1.113,0.916,9,9,18,60.0095,30.4210,59.8421,30.1621,5,1
51,28,1.153,0.743,10,8,18,59.8401,30.1615,59.9336,30.3511,2,1
32,9,1.299,1.135,10,7,17,59.8500,30.2082,59.7288,30.0827,6,1
35,11,1.316,1.175,14,8,22,60.0435,30.4143,59.8994,30.4207,2,2
24,3,0.528,1.885,10,8,18,59.8376,30.3834,59.9859,30.3872,2,1
54,30,1.166,0.803,7,9,16,59.7667,30.3355,59.9530,30.3004,3,0
30,8,1.154,1.084,8,5,13,59.8257,30.1830,59.8991,30.4180,6,0
23,3,0.668,1.656,9,9,18,60.0200,30.3740,59.8754,30.4412,3,2
66,41,0.681,0.637,9,7,16,59.8299,30.1671,59.9665,30.3111,1,0
44,19,0.789,0.773,11,8,19,59.9388,30.2346,59.8936,30.4353,2,0
29,7,0.830,0.875,10,8,18,59.8975,30.5093,60.0361,30.4238,2,0
57,23,1.229,0.591,9,7,16,59.8499,30.4080,59.9419,30.2228,1,0
44,21,1.227,0.701,8,8,16,60.0587,30.4697,59.9321,30.2968,5,1
52,31,1.726,1.034,10,9,19,59.9121,30.4626,60.0692,30.3302,3,0
20,1,0.613,3.024,9,6,15,59.8496,30.1820,59.8878,30.4192,7,2
52,28,1.064,0.952,9,7,16,59.9403,30.2441,60.0354,30.4162,1,0
68,41,1.023,0.807,18,12,6,59.8448,30.1632,59.8974,30.4169,1,0
38,13,1.156,1.230,8,8,16,59.9344,30.3680,59.8769,30.4441,1,0
45,23,1.131,1.039,10,9,19,59.9170,30.5110,59.9010,30.6829,0,0
34,12,1.767,1.006,8,9,17,59.7230,30.5602,59.8311,30.3828,5,0
21,2,0.792,1.863,10,5,15,59.9250,30.4252,60.0177,30.3176,0,0
42,17,1.676,0.795,9,12,21,59.8284,30.3912,60.1103,30.3148,14,2
39,14,0.987,0.840,9,8,17,59.9223,30.4858,60.0239,30.3179,0,0
62,37,1.111,0.466,8,8,16,59.9455,30.3599,60.0762,30.3368,0,0
38,15,1.225,1.498,10,10,20,59.8915,30.4184,60.0507,30.3486,6,3
25,4,0.859,1.842,14,9,23,59.7252,30.4122,60.0156,30.3243,6,1
41,20,1.414,0.786,9,12,21,59.9343,30.4076,59.8472,30.3232,2,0
39,18,1.592,0.824,8,9,17,60.0334,30.3465,59.8923,30.4134,1,2
47,25,0.932,0.852,10,10,20,60.1106,30.4994,59.8506,30.3672,7,0
34,9,1.281,1.266,10,8,18,59.8306,30.2022,59.9426,30.2828,6,0
51,22,1.045,0.931,9,4,13,60.0171,30.2734,59.8970,30.4123,3,1
30,8,1.382,1.433,9,6,15,59.8746,30.3003,59.9603,30.3332,1,0
31,7,0.637,1.202,7,11,18,59.7035,30.7913,59.9374,30.2892,2,3
27,5,1.178,1.282,10,9,19,59.7316,30.4038,59.8790,30.2611,1,1
23,3,0.782,1.842,9,9,18,59.9041,30.6769,59.9402,30.3909,7,2
29,6,0.910,1.291,10,8,18,60.0642,30.3116,60.1109,30.4878,2,0
45,21,0.913,0.775,11,8,19,60.1405,30.2169,60.0419,30.3207,4,0
74,39,1.180,0.546,10,5,15,59.8937,30.4755,60.0124,30.3244,2,0
66,37,1.231,0.893,11,6,17,59.9020,30.4835,60.0409,30.3936,3,0
58,30,1.060,1.200,9,6,15,60.0399,30.6411,60.0365,30.3251,4,0
32,9,0.998,1.179,8,5,13,59.8902,30.4840,59.9881,30.3042,3,2
34,13,1.226,1.086,10,5,15,59.9528,30.3260,59.9343,30.3748,2,0
27,5,0.929,1.006,16,10,2,59.8723,30.4013,60.0170,30.3054,5,0
46,20,1.419,1.013,9,8,17,59.9003,30.4973,60.0004,30.3427,1,2
56,37,1.708,0.627,8,10,18,59.8862,30.4817,60.0054,30.3466,1,0
24,3,0.367,1.791,9,8,17,59.8538,30.0186,59.9864,30.2992,6,1
29,7,0.407,2.136,11,6,17,60.0759,30.3256,59.9455,30.3535,1,0
45,21,0.992,1.047,11,7,18,60.0674,30.4002,59.9100,30.2991,2,1
27,4,0.853,1.310,8,8,16,59.8319,30.1528,60.0394,30.3263,3,1
69,42,1.141,0.559,9,10,19,59.8598,30.3459,59.9717,30.3454,2,0
33,12,1.887,0.799,12,10,22,59.8731,30.4079,60.0280,30.3308,3,0
28,6,0.820,1.222,15,6,21,59.8938,30.4893,60.0231,30.3260,2,0
26,4,0.817,1.194,13,7,20,59.9445,30.3819,59.8587,30.3130,1,1
61,36,0.965,0.500,10,9,19,60.0511,30.3593,60.0493,30.4451,0,0
25,3,0.842,1.624,10,9,19,59.8327,30.1569,59.9351,30.3383,3,1
48,21,1.180,0.941,7,10,17,59.8555,30.2564,60.0495,30.4405,4,0
28,5,1.356,1.481,10,10,20,60.0068,30.2020,59.8986,30.4156,5,0
31,8,1.101,0.993,10,8,18,60.0458,30.4055,59.9669,30.3109,0,1
67,35,0.736,0.841,7,10,17,59.9108,30.4658,60.0215,30.3295,3,0
40,15,1.023,1.093,9,5,14,59.8456,30.2690,59.9491,30.3576,1,0
44,18,1.334,1.001,9,12,21,59.8907,30.2749,60.0547,30.3274,4,0
31,9,1.103,1.415,9,6,15,59.8883,30.2623,60.0255,30.3852,0,0
68,38,1.522,0.583,12,7,19,59.9882,30.6454,59.9962,30.3316,3,1
29,6,1.172,1.253,7,8,15,59.8767,30.9892,60.0199,30.6478,8,4
22,2,0.764,1.832,7,11,18,60.0471,30.3804,59.9323,30.3566,1,0
63,35,1.221,0.741,8,8,16,59.9343,30.3600,60.0095,30.3572,0,0
43,22,1.172,0.957,11,9,20,59.8489,30.1900,59.9394,30.3514,0,0
61,37,0.977,0.884,9,9,18,59.9065,30.4742,60.0189,30.3200,0,1
40,12,1.376,0.793,10,10,20,59.8341,30.5136,59.8779,30.2594,3,2
43,17,1.417,0.826,14,11,1,60.0021,30.2158,60.0440,30.3234,1,0
32,8,0.996,1.026,9,8,17,59.9723,30.4282,59.9864,30.2197,0,0
34,8,0.990,0.948,8,8,16,60.1113,30.2692,59.8542,30.3050,5,2
29,6,1.030,1.124,9,8,17,59.8661,30.4482,60.0379,30.4118,3,1
31,9,1.227,0.949,9,7,16,59.9109,30.3162,60.0540,30.3106,1,1
31,9,1.643,1.165,10,8,18,59.9102,29.7794,60.0353,30.3628,8,3
29,7,0.768,1.556,9,9,18,59.8629,30.4182,59.9772,30.3406,2,0
30,7,1.705,1.000,7,10,17,59.8668,30.3952,59.9609,30.3054,2,0
39,17,1.395,1.048,10,7,17,59.8950,30.4821,59.9325,30.3149,4,0
71,38,1.283,0.666,11,8,19,59.8637,30.3460,59.9599,30.4648,1,0
24,3,0.750,1.496,11,7,18,59.9391,30.3574,59.9409,30.2769,0,0
45,24,0.818,0.980,11,7,18,59.8537,30.3342,59.9977,30.3752,1,0
37,14,1.572,1.411,9,8,17,60.1403,30.2152,60.0053,30.2779,7,1
27,5,1.014,1.047,16,6,22,59.9877,29.7737,60.0907,30.1864,2,1
61,35,1.185,1.051,8,7,15,59.9086,30.4777,59.8802,30.2616,3,0
36,12,1.319,0.848,8,8,16,60.0413,30.3575,59.8820,30.4763,3,0
36,12,1.042,0.997,7,9,16,59.8719,30.3960,60.0206,30.3757,0,0
42,18,1.197,1.216,9,9,18,59.8540,30.4682,59.8440,30.1756,3,1
54,32,1.372,0.684,11,11,22,59.8451,30.3641,59.9400,30.4848,2,0
47,21,1.732,1.014,7,11,18,60.0808,29.9630,59.9490,30.3824,2,3
32,9,0.794,1.003,13,9,22,60.0208,30.3822,60.0243,30.6449,0,0
67,22,1.298,0.713,10,7,17,59.8741,30.3245,60.0103,30.0147,3,0
32,9,0.862,0.660,9,9,18,59.9559,30.4292,60.0320,30.2587,0,1
37,11,1.302,0.654,10,12,22,59.9593,30.3175,60.0909,30.1880,3,1
18,0,0.428,3.388,9,7,16,59.7189,30.4054,59.8514,30.3561,5,0
60,40,1.144,1.000,9,4,13,59.8685,30.4176,59.9877,30.2894,4,0
49,24,1.392,0.988,10,10,20,59.6978,30.1266,59.9865,30.2013,7,2
37,14,1.427,1.179,9,6,15,59.9532,30.4915,59.8322,30.3519,4,1
27,6,0.758,1.034,15,6,21,60.1110,30.4899,59.9469,30.3629,4,0
31,7,1.026,0.861,9,11,20,59.9421,30.2614,60.0518,30.4496,2,0
31,10,1.661,0.836,7,10,17,60.0115,30.4027,59.8876,30.3322,1,0
31,9,0.996,0.911,10,5,15,60.0590,30.3230,59.9138,30.5078,2,0
36,15,1.239,1.103,10,11,21,60.0033,30.3404,59.8873,30.4213,1,0
68,38,0.800,0.604,9,8,17,59.8812,30.4838,60.0029,30.3678,2,0
23,3,0.638,1.436,10,10,20,60.1081,30.4902,60.0273,30.2701,4,0
52,27,1.601,0.861,9,9,18,59.8442,30.2428,59.9512,30.2995,3,2
41,20,0.966,0.936,8,7,15,59.8475,30.3031,59.9432,30.2822,0,0
40,17,1.705,1.266,11,6,17,59.8325,30.3895,59.9188,30.3490,3,1
31,8,0.924,1.146,12,12,0,60.0324,30.3441,59.9327,30.3122,4,0
89,54,1.570,0.645,13,7,20,60.0500,30.3843,59.9335,30.3477,4,0
74,31,1.401,0.664,8,11,19,60.0124,30.2878,59.9040,29.7669,3,0
50,32,1.369,0.582,10,11,21,60.0729,30.4472,60.0017,30.3915,1,0
38,15,1.521,0.658,10,11,21,59.8435,30.1275,59.9302,30.3329,0,0
34,11,1.333,1.080,11,7,18,59.9018,30.4785,59.9217,30.2844,2,0
34,12,1.102,0.944,8,9,17,60.0542,30.3553,59.9330,30.3537,2,0
61,43,0.906,0.824,11,9,20,59.9682,30.3441,59.8596,30.3125,1,1
35,13,1.528,1.335,9,8,17,59.9123,30.4816,60.0553,30.3403,10,2
32,8,0.996,1.024,9,6,15,60.0376,30.3567,59.9036,30.4793,3,0
42,17,1.829,0.521,8,6,14,59.8718,30.2996,59.9935,29.7630,5,1
56,33,1.404,0.774,9,8,17,59.9292,30.3572,60.0012,30.2544,1,0
47,24,1.008,0.777,8,8,16,59.9493,30.4724,59.8669,30.2619,2,0
45,17,1.440,0.969,8,8,16,60.0008,30.3463,59.9135,30.4766,1,0
49,15,1.543,1.122,7,10,17,59.8453,30.3112,59.9713,30.4108,4,3
50,27,1.286,1.064,8,10,18,59.9001,30.4684,60.0083,30.3569,0,0
32,12,1.789,1.245,10,7,17,60.0241,30.2123,59.9937,29.7623,13,1
32,9,1.224,0.936,10,10,20,59.8476,30.2711,59.9234,30.3507,0,0
36,13,1.448,1.228,9,8,17,59.8119,30.5676,59.9429,30.3530,2,1
31,9,0.950,1.309,8,10,18,59.8355,30.1701,59.9547,30.2918,5,3
22,2,0.498,1.567,8,7,15,59.8366,30.5149,59.9550,30.3717,1,0
42,19,1.357,1.027,10,12,22,60.0591,30.3214,59.9486,30.3641,2,1
31,8,0.801,0.547,13,9,22,59.8612,30.3718,59.7869,30.1442,0,1
42,12,1.079,0.972,9,8,17,59.8483,30.2386,59.8862,30.4215,0,0
30,7,1.199,1.349,8,7,15,60.1473,30.2098,60.0399,30.3717,1,0
52,29,1.487,0.804,8,6,14,59.8807,30.4279,60.0196,30.3162,0,0
48,24,0.965,0.557,9,11,20,59.8732,30.4708,60.0321,30.2527,2,0
86,45,0.926,0.732,7,9,16,60.1082,30.4969,59.9317,30.3476,4,1
52,24,0.977,0.781,15,9,0,59.9431,30.2632,59.9144,29.7694,1,1
41,21,1.725,0.806,10,7,17,60.0014,30.2143,59.8859,30.3304,3,0
64,38,1.098,0.583,9,11,20,59.9889,30.1934,60.0757,30.3378,0,0
54,36,0.940,0.808,11,9,20,59.8597,30.3001,60.0098,30.3245,0,0
35,13,1.019,0.879,8,5,13,60.0823,29.9654,59.9340,30.3068,4,0
23,3,0.973,2.434,8,10,18,59.9246,30.3126,60.0652,30.3489,6,1
81,47,1.075,0.853,10,6,16,60.0228,30.2416,59.8543,30.3542,4,1
39,17,1.602,1.076,10,8,18,59.9097,30.4769,60.0161,30.2311,3,0
79,39,0.985,0.728,11,6,17,59.9608,30.3270,59.8357,30.1378,0,1
50,26,1.240,1.069,10,8,18,60.0544,30.3225,59.9289,30.3784,6,3
49,23,1.035,0.923,11,4,15,59.7448,30.5634,59.8537,30.3572,3,2
45,25,1.123,1.029,7,12,19,59.8625,30.3342,59.9847,30.2005,1,0
73,36,1.300,0.659,11,4,15,59.9629,30.3051,59.8320,30.1496,2,0
20,1,0.740,2.628,8,10,18,59.8645,30.4462,60.0140,30.3222,4,1
58,38,1.439,0.667,9,5,14,59.8292,30.2163,59.9671,30.3111,1,0
18,1,0.535,3.550,11,10,21,59.9547,30.2988,60.0355,30.2615,3,1
30,7,0.968,1.145,10,8,18,59.8632,30.4635,59.9382,30.2612,1,2
31,8,1.007,0.860,10,8,18,60.0869,29.9574,59.8886,30.2586,2,1
35,10,1.805,1.180,10,8,18,60.0243,30.6434,59.8531,30.0740,16,1
26,5,1.173,1.713,11,9,20,59.9471,30.4901,59.8953,30.2534,1,2
68,34,1.023,0.988,16,7,23,59.9116,30.4917,59.9902,30.2934,1,0
65,31,1.697,0.737,8,7,15,59.9456,30.2231,59.9958,29.7656,7,1
83,41,1.385,0.587,8,4,12,59.9411,30.3539,59.8977,30.4170,1,0
36,13,0.988,1.037,11,4,15,59.8492,30.3764,60.0144,30.3930,1,2
29,7,0.993,1.447,9,8,17,60.0524,30.3497,59.9139,30.2916,6,3
21,2,0.704,2.490,9,6,15,59.8864,30.4854,59.8334,30.3168,3,0
33,10,1.381,0.999,10,9,19,59.9298,30.2975,60.0014,30.2889,3,0
35,11,0.932,0.646,11,9,20,59.8399,30.1697,59.9582,30.3622,0,0
56,32,1.400,1.097,12,8,20,59.8407,30.3678,60.0236,30.3252,3,1
36,13,0.963,1.361,10,10,20,59.7805,30.6524,59.8577,30.3945,3,0
79,45,1.060,0.645,8,9,17,59.8427,30.3966,59.7523,30.5865,1,2
52,30,1.307,0.892,9,7,16,59.8272,30.1568,59.9505,30.2959,0,0
59,28,1.354,0.770,10,5,15,59.8550,30.3339,59.9435,30.2763,1,0
23,3,0.696,2.078,10,6,16,59.7369,30.5858,59.8773,30.4139,6,0
58,28,1.276,0.839,8,10,18,60.0509,30.3695,59.8868,30.3307,3,1
35,12,0.983,0.869,9,7,16,59.8496,30.2975,60.0832,29.9529,3,1
24,3,0.700,1.649,10,8,18,60.0646,30.3121,59.9291,30.2481,3,0
45,24,1.415,0.844,11,10,21,59.7356,30.4008,60.0172,30.3264,4,4
42,18,1.774,1.251,10,6,16,59.8600,30.1955,59.7292,30.0796,1,1
30,7,1.119,1.150,10,6,16,59.9488,30.4739,59.9401,30.2407,2,0
47,20,1.491,0.956,10,10,20,59.8496,30.3030,59.9602,30.3078,0,0
71,40,1.276,1.003,9,10,19,59.8499,30.3027,59.7326,30.0883,4,1
41,21,1.186,0.854,9,8,17,60.0545,30.3380,59.9863,30.2686,0,0
72,36,1.667,0.884,15,8,23,59.8942,30.4851,60.0405,30.3726,7,2
41,13,1.417,0.711,10,9,19,59.8985,30.4963,59.9321,30.2280,2,0
65,35,1.126,0.667,8,8,16,59.8605,30.2397,59.9612,30.3321,1,0
30,8,0.850,1.603,9,10,19,59.8664,30.4159,60.0496,30.3311,6,0
84,33,1.071,0.865,10,11,21,59.9325,30.2852,60.0101,30.2755,1,3
62,40,1.433,1.242,8,10,18,60.0251,30.3148,59.8531,30.3508,1,0
45,20,1.416,0.786,9,8,17,59.9394,30.4943,60.0549,30.3339,2,1
33,12,1.160,0.898,9,9,18,60.1001,29.9749,59.8773,29.9213,7,2
48,27,1.111,0.953,9,9,18,59.9542,30.4721,59.8478,30.3191,2,0
59,35,0.886,0.676,9,8,17,59.9094,30.3191,60.0004,29.7673,4,0
28,5,0.624,1.004,9,11,20,60.0749,30.3265,59.9720,30.3157,0,0
20,1,0.488,2.640,9,11,20,59.8987,30.5102,59.9322,30.2974,4,1
55,31,1.327,0.815,9,11,20,59.8804,30.4313,60.0898,29.9565,7,2
59,30,1.545,0.565,9,10,19,59.8577,30.4745,59.9895,30.3145,0,0
25,3,0.762,1.323,7,8,15,60.0575,30.3390,59.9439,30.4836,3,2
44,23,1.412,1.103,9,9,18,59.9989,30.2884,59.8973,30.4179,0,0
37,16,1.071,1.214,7,8,15,59.8263,30.1620,59.9149,30.3522,3,1
57,38,1.307,1.131,10,7,17,59.8383,30.2045,59.7206,30.2591,5,1
28,5,1.126,1.531,9,7,16,59.9332,30.6502,59.9557,30.3290,6,1
32,9,1.248,0.598,9,10,19,59.9450,30.2115,59.8329,30.3535,6,0
53,29,1.263,0.617,9,8,17,60.0443,30.3392,59.9274,30.4085,0,0
31,9,1.210,1.082,10,7,17,59.9379,30.3057,60.0376,30.4654,2,1
35,12,1.456,0.871,9,8,17,59.8489,30.3171,59.9934,30.3124,2,2
45,23,0.901,0.953,11,9,20,59.8293,30.2085,59.9328,30.3531,0,0
21,2,0.917,1.922,14,12,2,59.8564,30.2346,59.9343,30.4392,3,0
51,32,1.269,1.100,8,10,18,60.0158,30.3776,60.0022,30.2948,0,1
45,18,1.772,0.860,11,9,20,59.8513,30.3556,59.9416,30.2843,0,0
43,21,1.215,0.574,9,8,17,59.8283,30.1945,60.0829,30.3202,4,1
39,15,1.328,1.073,11,6,17,60.0329,30.4079,60.0157,30.3292,1,0
49,23,1.032,0.704,7,7,14,60.0089,30.3482,60.0157,30.3260,0,0
35,12,1.397,1.017,11,9,20,59.7845,30.1481,59.9069,30.3051,0,0
25,3,0.901,1.860,9,10,19,60.0253,30.2515,59.8996,30.4191,1,0
29,6,0.665,1.533,12,10,22,59.9570,30.3062,60.0902,29.9551,5,0
23,3,1.004,2.184,10,6,16,59.9844,30.2600,59.8758,30.4464,5,0
65,40,1.315,0.960,8,7,15,59.8991,30.4941,59.8526,30.2551,3,0
50,24,1.205,0.658,13,11,0,59.8609,30.1926,59.8850,29.8613,0,0
29,7,0.755,0.969,12,7,19,59.8751,30.4099,59.9434,30.3626,0,0
21,2,0.781,2.187,13,10,23,59.9497,30.4763,60.0092,30.1171,3,0
58,31,1.063,0.672,16,8,0,59.9440,30.6364,59.9490,30.3611,0,0
33,9,0.703,1.190,10,9,19,59.9180,30.2774,59.8417,30.1581,2,0
36,14,1.009,0.876,7,10,17,59.8502,30.2596,59.9463,30.3520,0,0
33,12,1.011,0.968,9,8,17,60.0173,30.3854,59.8992,30.4197,2,1
79,39,1.154,0.619,15,6,21,60.0428,30.3675,59.9147,30.2969,2,0
29,7,0.876,0.970,10,10,20,59.9484,30.5004,59.8781,30.2587,2,0
30,8,1.424,1.071,9,7,16,59.8641,30.3001,59.9343,30.3688,3,0
29,7,1.004,1.566,8,8,16,59.7448,30.5654,60.0528,30.3251,5,1
30,8,1.571,1.256,9,6,15,59.8263,30.3880,59.9363,30.2318,3,1
81,44,1.350,0.627,11,6,17,59.8839,30.4612,60.0374,30.4201,3,1
70,43,1.441,1.001,10,7,17,60.0160,30.3942,59.9434,30.2346,1,0
23,3,0.367,2.308,13,7,20,59.9266,30.3155,60.0590,30.3729,2,0
36,16,1.550,1.073,7,8,15,60.0045,30.2516,59.8544,30.3023,2,0
22,2,0.815,2.820,11,6,17,59.8242,30.4001,59.9400,30.2829,2,0
24,3,0.394,1.542,11,10,21,59.9366,30.2332,59.9459,30.4404,2,0
35,11,1.638,1.257,9,8,17,59.9400,30.5016,59.9577,30.2276,3,0
51,29,0.756,1.059,9,8,17,59.8856,30.2680,60.0234,30.3262,2,1
45,23,1.615,0.946,9,5,14,59.9541,30.2907,60.0386,30.4085,1,0
27,5,0.980,1.120,7,6,13,59.9512,30.4937,60.0270,30.2711,1,0
21,2,0.518,2.504,10,6,16,60.0520,30.4240,59.9274,30.3055,6,0
29,7,1.376,1.043,15,10,1,59.9152,30.5097,59.8347,30.3161,3,0
27,5,0.767,1.649,9,9,18,59.8366,30.2536,60.0663,30.3744,4,0
21,2,0.731,2.113,9,12,21,60.0079,30.2127,59.9335,30.3652,4,0
19,1,0.652,2.472,9,6,15,59.9521,30.4318,60.0235,30.2214,1,1
22,2,0.499,1.694,9,7,16,59.8510,30.4072,60.0021,30.3868,5,1
32,9,0.774,0.903,8,10,18,60.0262,30.6461,60.0645,30.3484,1,1
42,18,1.213,1.135,14,9,23,59.9194,30.4745,60.0587,30.3610,6,1
25,4,0.500,1.081,8,8,16,60.0146,30.2377,59.8522,30.3173,1,1
39,16,1.118,0.809,7,10,17,59.8785,30.4427,59.9473,30.3833,2,0
45,17,1.219,0.833,10,11,21,59.8622,30.3909,60.0082,30.2709,3,0
45,17,1.187,0.928,9,5,14,59.8626,30.4131,59.9897,30.3024,0,0
35,12,1.118,1.112,14,10,0,59.9557,30.4873,59.8418,30.2544,5,0
68,30,1.572,1.008,9,8,17,59.8472,30.3327,60.0225,30.3903,5,1
45,22,1.512,1.018,9,8,17,60.0501,30.3865,59.9303,30.3553,2,0
46,23,1.662,1.101,10,7,17,59.8794,30.4373,59.9902,30.2545,4,0
29,6,0.635,1.461,10,5,15,60.0088,30.2123,59.8985,30.4150,0,0
26,5,1.135,1.962,10,10,20,59.9041,30.4610,59.9483,30.2945,3,0
42,17,1.708,1.299,8,7,15,59.9039,30.2765,60.0243,30.3249,3,0
52,31,0.907,0.756,8,9,17,59.9587,30.4340,59.8298,30.2911,2,0
38,15,0.957,0.912,17,11,4,59.8464,30.2174,59.9540,30.4124,2,0
65,32,1.355,0.511,10,6,16,59.8605,30.1960,59.9740,30.3194,2,0
19,1,0.734,2.448,9,7,16,59.9727,30.4333,59.8532,30.3137,3,0
77,31,1.418,0.679,9,6,15,59.8347,30.3572,59.9950,30.3526,6,0
22,2,0.730,2.170,9,5,14,59.8641,30.3982,59.9947,30.3265,6,2
48,22,1.790,0.695,10,9,19,59.8371,30.3406,59.9298,30.2513,1,1
29,7,1.050,1.334,8,8,16,59.8444,30.2439,59.9530,30.3025,4,1
47,25,1.465,0.622,11,6,17,59.9978,29.7693,59.9306,30.3633,6,0
37,13,1.493,1.228,11,8,19,59.9412,30.2346,60.0596,30.3750,2,0
31,9,1.416,1.170,8,8,16,59.8621,30.3720,60.0000,30.4351,1,0
34,9,0.702,1.021,10,8,18,59.9344,30.3635,59.9763,30.4110,0,0
49,25,1.080,1.116,9,6,15,59.9239,30.4231,60.0440,30.3207,2,1
31,9,1.131,1.408,9,9,18,59.6666,30.2552,59.8832,29.8607,10,1
31,9,1.204,1.179,10,8,18,59.9182,30.4910,60.0008,30.3686,1,0
49,20,1.656,0.454,11,7,18,59.7517,29.7160,59.5704,30.1278,1,1
60,35,1.089,0.906,11,9,20,59.8393,30.3306,59.9525,30.4146,1,0
46,24,1.143,0.948,8,12,20,59.9097,30.3216,60.0360,30.4284,2,1
19,1,0.375,1.913,8,7,15,59.9458,30.4800,59.9534,30.2537,1,0
18,0,0.392,2.385,10,8,18,59.9215,30.3128,59.9491,30.3046,0,0
74,28,1.912,0.754,13,5,18,59.9299,30.4658,60.0080,30.2720,6,2
38,20,1.534,1.162,7,7,14,59.8953,30.2640,60.0391,30.3724,4,0
62,27,1.057,0.912,9,10,19,59.8803,30.3150,59.6776,30.6882,4,0
48,18,1.367,0.422,7,5,12,59.9012,30.3233,59.9744,30.4124,1,1
46,25,1.263,0.928,7,6,13,59.8349,30.2088,59.9406,30.2785,0,0
40,14,0.753,0.916,9,7,16,60.0262,30.4569,59.9404,30.2777,3,0
46,21,0.836,1.277,9,4,13,60.0281,30.4275,59.9276,30.3312,3,1
32,10,0.731,1.053,9,9,18,59.8988,30.4841,59.8070,30.3167,2,0
72,33,1.089,0.934,7,7,14,59.8526,30.1804,59.8642,30.4071,2,0
62,39,0.986,0.436,10,11,21,59.9904,29.7861,59.9403,30.2824,3,0
60,37,1.436,0.958,9,10,19,59.8300,30.1696,59.9856,30.2311,7,0
79,43,0.941,0.748,9,11,20,59.6864,30.4758,59.8250,30.3967,2,1
43,20,1.476,1.196,9,8,17,59.9303,30.3772,59.8546,30.1432,3,2
33,11,1.279,0.942,13,10,23,59.8770,30.3317,60.0183,30.3180,2,0
45,21,1.057,0.768,10,7,17,59.8382,30.3635,59.9916,30.4382,1,1
40,14,1.600,0.701,7,6,13,59.9603,30.4330,59.9937,30.1338,0,0
22,2,0.550,2.881,11,11,22,60.0905,29.9567,59.8979,30.4243,12,3
28,6,1.177,1.468,11,12,23,59.8619,30.2967,59.9344,30.3351,1,0
30,7,1.001,0.870,8,6,14,59.8790,30.3767,60.0187,30.3167,0,0
52,25,1.500,0.808,9,9,18,60.0019,30.3631,59.8615,30.2399,1,1
27,4,1.126,1.316,10,7,17,59.8449,30.3932,59.9514,30.3980,1,0
70,38,1.398,0.869,9,10,19,59.8745,30.4630,60.0120,30.3286,2,1
28,6,1.004,1.080,13,7,20,59.9486,30.4639,59.8405,30.2507,4,0
69,52,1.369,0.828,9,10,19,59.9362,30.5018,59.9239,30.2966,3,1
57,28,1.013,0.669,13,6,19,59.8721,30.4438,59.9410,30.2650,2,0
34,14,1.088,1.146,9,8,17,59.8502,30.2030,59.9323,30.3657,6,1
41,18,1.042,0.629,8,11,19,59.8623,30.4723,60.0734,30.3727,0,0
79,40,1.382,0.969,8,5,13,59.8824,29.8599,59.9317,30.3572,4,1
44,19,1.379,0.932,9,9,18,59.9260,30.4770,59.9987,30.3313,2,1
72,27,1.833,0.775,11,6,17,59.9751,30.4276,59.8656,30.4102,3,1
20,1,0.561,2.817,10,7,17,59.9009,29.8142,59.9887,30.3349,9,4
70,47,1.161,0.741,9,7,16,59.8371,30.1845,59.9716,30.2917,0,1
49,24,1.372,0.815,9,11,20,59.9276,30.4793,59.9349,30.3472,2,1
29,8,1.096,1.193,10,8,18,60.0441,30.3920,59.9143,30.5167,1,1
24,3,0.821,2.060,10,9,19,59.9099,30.3132,60.0403,30.3183,1,0
44,22,2.017,0.688,9,8,17,59.8962,30.4085,59.9965,30.1976,4,0
35,13,1.182,0.963,7,6,13,59.9320,30.3022,60.0053,30.2119,2,1
61,27,1.497,0.892,8,10,18,59.8874,30.3599,59.8323,30.1501,2,0
52,27,1.354,0.763,17,10,3,59.8949,30.4836,59.9976,30.3362,4,2
60,33,1.116,1.101,7,10,17,60.1084,30.4888,60.0128,30.3205,5,3
54,23,1.145,0.850,11,6,17,59.7752,30.5976,60.0214,30.3287,1,2
72,33,1.553,0.634,9,9,18,59.9415,30.4956,59.9383,30.2442,1,0
43,16,1.672,0.835,11,4,15,60.0435,30.3471,60.0921,30.3770,1,0
71,39,1.435,0.612,13,8,21,60.0048,30.3765,59.8628,30.4279,0,0
53,26,1.572,0.725,10,9,19,59.8353,30.4266,59.9747,30.4131,1,0
29,6,0.676,0.962,10,9,19,60.0204,30.2541,59.8973,30.2127,1,0
80,50,1.426,0.658,9,8,17,59.9164,30.4799,59.8803,30.3175,0,0
32,10,1.663,1.034,9,6,15,59.8520,30.0189,59.9050,29.7706,3,0
41,21,1.129,1.065,9,9,18,59.9177,30.2860,59.5795,30.1272,6,0
70,47,0.965,0.701,8,9,17,59.8566,30.3885,59.9655,30.3091,0,0
37,15,1.285,1.142,9,8,17,59.7378,30.5845,59.7885,30.1479,7,2
36,13,1.294,1.172,9,7,16,59.8538,29.9493,59.8861,30.2669,8,2
41,16,1.085,0.686,9,8,17,59.9546,30.4237,60.0426,30.3288,1,0
28,5,0.764,1.500,9,7,16,59.8769,30.3297,60.0043,30.2154,1,0
70,37,1.393,1.018,10,12,22,59.8539,30.0183,59.9403,30.2849,6,0
38,11,0.691,1.024,7,9,16,59.8755,30.3205,60.0376,30.4189,1,1
