Age,Experience,Skill,RushFactor,WorkStart,WorkDuration,WorkEnd,HomeLat,HomeLng,WorkLat,WorkLng,Distance,ToWork,ToHome
31,9,1.318,1.091,9,6,15,59.8645,30.3145,59.9400,30.3639,8.838,9.652,9.673
49,23,1.173,0.944,13,9,22,59.9000,30.4703,60.0064,30.3576,13.398,16.732,16.728
34,12,1.392,0.889,10,5,15,59.9912,30.6543,59.9359,30.3155,19.835,28.598,28.747
41,20,1.112,0.693,10,6,16,59.9523,30.3313,59.9950,30.1337,11.978,15.109,13.828
38,14,1.501,1.023,12,9,21,59.9128,30.4968,60.0431,30.3217,17.455,30.312,29.546
36,13,0.736,1.217,11,9,20,59.8457,30.2475,59.9526,30.4106,14.973,20.342,19.904
39,12,1.568,0.414,10,7,17,59.8632,30.4540,59.7460,30.5908,15.110,21.809,20.579
35,12,1.405,1.181,9,10,19,59.8590,30.3819,60.0152,30.3191,17.709,20.230,20.211
36,14,1.034,0.864,9,7,16,59.8471,30.3192,59.8975,30.4197,7.925,11.378,10.979
29,6,0.841,1.505,14,8,22,59.9141,30.4962,59.8488,30.0309,26.963,45.160,45.969
27,5,1.312,1.366,13,11,0,60.0253,30.3263,59.8769,30.2747,16.758,20.202,20.044
49,28,1.131,0.731,9,7,16,59.8574,30.2426,60.0229,30.2876,18.574,22.880,23.658
30,7,0.917,0.897,10,9,19,59.8461,30.3890,60.0916,30.3785,27.307,43.828,45.147
41,16,1.334,0.648,10,6,16,59.9571,30.4848,59.7512,30.5891,23.628,35.770,34.664
34,8,0.944,1.350,10,11,21,59.9376,30.4860,60.0481,30.3233,15.259,26.995,26.268
40,18,1.264,0.583,10,7,17,59.7304,30.4600,59.8984,30.4183,18.829,29.405,26.253
85,47,1.210,0.679,8,7,15,59.9503,30.2415,59.9352,30.4359,10.957,12.753,12.723
52,22,1.427,1.228,11,8,19,59.8298,30.2155,59.9396,30.2422,12.299,18.018,17.969
45,24,0.820,0.904,11,7,18,59.9922,30.6489,60.0308,30.4033,14.309,23.871,33.305
28,6,0.898,1.062,10,6,16,59.8697,30.4386,59.8782,29.9129,29.355,44.102,49.686
49,21,1.789,0.993,17,10,3,59.9499,30.4743,59.8238,30.3265,16.268,28.714,30.529
23,2,0.781,1.851,9,4,13,59.9373,30.4921,59.9383,30.3269,9.202,12.104,10.819
45,22,1.114,1.092,9,6,15,59.8949,30.4718,60.0073,30.2391,17.999,22.208,22.098
32,8,1.358,0.899,8,10,18,60.0155,30.3196,59.8499,30.3202,18.413,20.365,20.580
34,11,1.407,1.172,10,8,18,59.8330,30.2015,59.8748,30.4497,14.623,23.186,22.848
34,9,1.118,1.219,11,12,23,59.8527,30.3973,60.0341,30.4231,20.222,37.190,35.505
27,5,1.035,1.119,9,6,15,59.8672,30.2753,59.9535,30.3638,10.785,14.200,13.443
43,17,1.317,1.061,11,9,20,59.9183,30.3556,59.9872,29.7908,32.366,54.696,54.575
41,14,1.338,1.028,9,7,16,59.8435,30.2723,60.0085,30.3975,19.623,23.624,23.137
70,36,1.349,0.815,8,6,14,59.9140,30.2707,60.0529,30.3253,15.744,19.469,19.016
38,15,1.191,0.940,15,8,23,59.9370,31.0383,59.9667,30.3875,36.383,50.133,49.800
58,28,1.686,1.040,8,7,15,59.8477,30.2411,60.0171,30.3124,19.252,23.097,23.509
36,12,0.861,1.161,7,10,17,59.8545,30.2383,60.0160,30.2445,17.961,23.339,23.651
40,15,1.360,1.193,8,8,16,59.8775,30.3907,60.0476,30.3415,19.116,22.766,35.766
21,2,0.490,2.758,10,8,18,59.8946,30.4820,60.0079,30.2928,16.424,20.459,20.265
37,16,1.328,1.194,9,9,18,59.7297,30.4172,59.9282,30.3103,22.862,30.205,29.634
31,8,1.059,0.835,8,11,19,60.0045,30.3377,60.0187,30.6456,17.187,25.193,21.058
69,34,1.068,0.986,10,5,15,59.7783,30.1038,59.9330,30.2971,20.312,24.852,25.881
77,41,1.371,0.597,9,6,15,59.8393,30.4249,59.9743,30.4089,15.033,19.828,18.884
30,8,0.523,1.261,7,8,15,59.8284,30.4016,59.9441,30.2918,14.254,16.630,17.314
26,4,0.449,1.732,14,9,23,59.8361,30.1520,59.9855,30.3474,19.866,24.113,24.570
44,19,1.399,1.046,15,10,1,59.7310,30.4067,59.9854,30.3907,28.300,44.863,44.653
33,9,1.318,1.150,8,7,15,59.9157,30.4585,59.9967,30.3170,11.964,15.110,15.368
35,15,1.371,0.903,16,10,2,59.9346,30.2335,60.0181,30.2465,9.323,14.610,15.431
81,36,1.414,0.846,9,7,16,59.9370,30.2819,59.8365,30.1402,13.681,17.324,17.658
35,13,1.084,1.008,11,9,20,60.0118,30.4295,59.8917,30.4413,13.370,16.383,16.578
20,1,0.508,2.013,10,5,15,60.0418,30.3765,59.9343,30.3604,11.990,14.465,14.380
61,32,1.121,0.739,8,5,13,60.0020,30.3571,59.8799,30.5289,16.605,30.727,21.918
49,27,1.494,1.149,13,6,19,60.0579,30.3420,59.9457,30.2323,13.888,19.186,18.145
27,5,1.017,1.721,11,5,16,59.8710,30.3267,60.0176,30.3230,16.309,18.357,18.211
34,11,1.372,1.202,7,5,12,60.0153,30.2661,59.9503,30.4255,11.442,13.759,13.762
76,43,1.151,0.448,9,7,16,59.9380,30.2853,59.9295,30.3607,4.305,6.023,5.143
35,13,1.508,1.081,9,10,19,59.8453,30.3979,60.0114,30.3285,18.866,21.755,21.580
29,7,0.999,1.168,12,5,17,59.8298,30.1692,59.9344,30.2973,13.655,16.167,15.984
42,16,0.958,0.853,10,6,16,59.8525,30.3325,59.9602,30.3076,12.054,13.840,14.421
25,4,0.622,1.119,9,6,15,59.8944,30.4128,59.9993,30.3334,12.474,14.734,14.642
23,3,0.681,2.169,8,11,19,59.9868,30.2000,59.8878,30.3606,14.178,18.909,20.113
31,8,0.859,1.185,8,10,18,60.0479,30.3233,59.9531,30.3069,10.580,11.961,12.813
78,38,0.778,0.551,10,8,18,60.0479,30.3944,59.9767,30.2427,11.562,15.426,14.832
32,10,1.349,0.720,8,9,17,59.8375,30.2027,59.9965,30.3155,18.764,21.636,22.936
31,9,1.043,1.165,9,6,15,59.8629,30.3825,59.9965,30.2991,15.566,19.909,17.750
29,7,0.776,1.822,10,10,20,60.0260,30.4137,59.8613,30.3323,18.865,21.593,21.626
48,20,1.181,0.583,9,9,18,59.9869,30.3106,59.8409,30.2546,16.534,22.056,21.420
84,31,1.457,0.554,10,6,16,59.9882,30.3014,59.8400,30.2709,16.558,21.624,19.813
32,9,1.616,1.290,11,9,20,60.0336,30.3356,59.9194,30.3487,12.719,14.904,14.460
46,28,0.945,1.018,7,10,17,59.8729,30.3266,59.9955,30.3087,13.664,15.561,15.950
40,15,1.583,0.616,8,10,18,59.8413,30.4895,59.9271,30.2825,14.979,28.745,27.982
78,40,1.403,0.703,11,6,17,60.0094,30.2462,59.9760,30.4356,11.168,13.278,13.112
52,16,1.375,0.817,7,12,19,59.9151,30.4576,59.9677,30.3174,9.756,12.838,12.599
49,19,1.055,0.965,7,7,14,59.9391,31.0405,60.0277,30.4066,36.614,56.930,57.766
40,17,1.447,1.016,10,5,15,59.9121,30.2678,60.0093,30.4125,13.484,16.778,16.864
41,17,0.686,1.102,11,8,19,59.9490,30.4666,60.0228,30.2841,13.054,16.563,16.676
44,22,1.130,1.190,10,10,20,59.7041,30.0112,59.8533,30.2503,21.308,25.762,25.708
25,4,0.778,1.601,9,9,18,60.0058,30.6066,59.9345,30.3480,16.435,20.276,20.009
39,15,1.626,0.599,19,9,4,59.8976,30.4905,59.9406,30.3535,9.008,11.981,11.914
18,0,0.521,3.314,10,10,20,60.0486,30.3369,59.8286,30.1708,26.154,55.414,30.473
41,19,1.291,0.683,10,5,15,59.8817,30.4798,59.8799,30.2559,12.496,15.915,15.322
42,18,1.041,0.917,8,8,16,59.7780,30.6941,60.0017,30.2988,33.240,46.870,47.441
39,16,1.802,0.927,9,10,19,59.9646,30.3261,60.0441,30.3230,8.837,10.022,9.933
45,23,0.853,0.668,8,8,16,59.8437,30.2525,59.9370,30.3649,12.115,15.747,15.402
50,22,1.370,1.052,13,10,23,60.0161,30.3290,59.8272,30.1495,23.259,28.295,28.203
66,33,1.241,0.744,9,7,16,59.8598,30.3787,59.9342,30.3139,9.030,10.377,11.570
38,15,0.988,0.667,9,8,17,59.9416,30.3885,60.0153,30.3180,9.084,10.916,11.004
37,14,1.316,1.184,9,10,19,59.9547,30.4946,59.9840,30.2608,13.410,15.536,16.251
48,24,1.379,1.132,9,7,16,59.9772,31.0368,59.9361,30.3727,37.251,46.276,46.571
27,5,1.055,1.297,10,9,19,59.8667,30.2778,59.9479,30.3750,10.527,13.304,13.537
29,7,0.901,1.599,8,9,17,59.8986,29.7717,60.0232,30.3282,33.935,64.354,65.945
41,21,0.902,0.566,15,7,22,59.9522,30.4640,60.0768,30.3356,15.587,22.350,29.412
34,10,1.565,1.214,10,8,18,59.8323,30.3161,60.0234,30.3162,21.242,23.508,23.242
51,29,1.007,0.816,9,6,15,59.7214,30.4265,59.8637,30.3305,16.711,18.949,18.672
49,30,1.471,1.186,7,11,18,59.9106,30.4979,60.0245,30.2938,17.011,21.380,21.576
66,34,1.532,0.951,7,10,17,60.0079,30.2103,59.9325,30.4207,14.403,18.875,18.518
25,4,0.755,1.714,12,6,18,60.0489,30.3881,59.9449,30.3658,11.631,14.797,14.675
46,20,1.194,1.049,14,12,2,60.0679,30.3888,59.9318,30.3454,15.321,17.002,17.429
64,38,1.107,0.815,10,12,22,59.8603,30.3877,59.9882,30.2193,17.045,22.366,21.503
79,32,1.009,0.823,12,8,20,59.9393,30.4812,59.9075,30.3023,10.575,12.877,12.764
64,41,1.251,0.569,7,10,17,60.0572,30.3330,59.9502,30.5008,15.115,24.817,25.324
77,30,1.046,0.756,9,10,19,59.9163,30.3559,60.1108,30.4875,22.828,28.737,27.709
25,4,0.833,0.768,13,11,0,59.8348,30.1421,60.0120,30.4289,25.370,48.540,48.592
43,17,0.899,0.864,10,8,18,59.8286,30.4033,59.9484,30.3696,13.454,15.449,15.866
44,22,1.487,0.874,7,7,14,60.0592,30.3410,59.8548,30.3010,22.839,25.592,25.366
39,15,1.331,1.294,10,8,18,59.9285,30.4649,60.0198,30.3248,12.797,17.090,17.149
36,11,1.080,1.199,10,12,22,59.8270,30.1851,59.7217,30.2613,12.464,19.462,22.586
27,4,0.731,1.821,8,7,15,60.0083,29.7179,59.9428,30.2809,32.158,48.034,47.529
55,31,1.482,0.803,7,7,14,59.8369,30.2005,59.9353,30.2832,11.870,13.753,13.711
21,2,0.719,2.571,10,9,19,59.8555,30.3090,60.0096,30.3861,17.659,20.940,21.287
29,7,1.045,1.344,16,8,0,60.0512,30.4275,59.8464,30.4532,22.819,38.440,37.386
19,1,0.457,3.126,8,7,15,59.9865,30.4155,59.8807,30.5281,13.331,27.740,19.741
45,19,1.197,1.009,8,10,18,60.0066,30.2283,59.8519,30.0698,19.340,34.601,33.998
75,30,0.761,0.743,8,5,13,59.8509,30.2046,59.9999,30.3303,17.989,21.351,21.541
41,19,1.214,1.013,11,8,19,59.8337,30.2531,59.9477,30.3536,13.863,17.573,18.085
26,4,0.800,1.610,8,10,18,59.8618,30.3877,59.9842,30.3900,13.607,17.460,16.664
72,27,1.464,0.626,7,8,15,59.9913,30.3037,59.8525,30.3637,15.788,17.523,19.637
23,2,0.486,2.346,11,7,18,59.9536,30.4900,60.0693,30.3902,14.009,19.017,23.852
45,23,1.307,0.794,8,6,14,59.9164,30.4682,60.1083,30.4943,21.380,30.496,30.150
64,45,1.122,0.603,11,6,17,60.0404,30.3749,59.9915,30.6572,16.609,34.581,26.776
52,26,1.593,0.789,11,10,21,59.8615,30.2986,60.0021,30.3406,15.811,19.052,18.948
38,13,1.255,0.843,8,6,14,59.8617,30.1935,59.9499,30.3726,13.998,16.835,17.075
44,21,1.459,1.004,11,6,17,59.9467,30.2237,60.0420,30.3183,11.825,16.442,17.881
39,13,0.712,0.940,9,11,20,59.8821,30.4793,60.0022,30.3219,15.977,26.064,18.537
57,22,1.080,1.058,8,8,16,60.0562,30.4676,60.0166,30.3135,9.625,13.096,15.171
20,1,0.572,2.600,9,8,17,59.9315,30.4668,59.9503,30.2992,9.568,12.495,12.410
42,18,0.949,1.073,9,6,15,59.8497,30.3202,59.9193,30.4479,10.513,14.852,14.738
51,25,0.858,1.091,10,10,20,60.0566,30.3163,59.9244,30.3753,15.066,16.953,16.901
63,29,1.354,0.553,10,9,19,59.9211,30.2894,59.8521,30.1432,11.197,14.793,14.795
62,33,1.074,0.867,12,11,23,60.0058,30.2617,59.8514,30.2695,17.176,22.875,23.271
39,17,1.325,1.089,8,8,16,59.8794,30.3896,60.0144,30.3327,15.342,18.445,19.061
43,21,1.569,0.998,11,7,18,59.9074,30.4697,59.7400,30.0899,28.235,42.297,41.888
47,23,1.351,0.830,11,8,19,60.0400,30.3796,59.7176,30.4062,35.875,52.386,51.741
32,10,0.865,0.813,17,8,1,59.8978,30.4679,60.0191,30.3742,14.454,17.969,18.205
73,47,1.357,0.653,10,7,17,59.9134,30.3015,60.0357,30.3781,14.244,17.335,17.413
29,7,0.984,1.525,7,8,15,59.9327,30.4558,59.9331,30.3644,5.095,7.367,7.286
36,12,1.286,1.054,7,6,13,60.0161,30.3346,59.7217,30.4037,32.963,49.497,49.260
54,26,1.269,0.958,16,5,21,59.9204,30.4558,59.8431,30.2494,14.376,29.569,30.177
53,32,0.895,0.690,11,9,20,59.9717,30.3125,60.0924,30.3810,13.952,17.750,18.992
70,31,0.840,0.951,9,9,18,59.8532,30.4660,59.8521,30.3165,8.350,15.138,11.213
63,34,1.062,0.551,10,11,21,59.8309,30.4014,59.7873,30.1437,15.203,18.571,18.126
52,30,1.069,0.566,16,10,2,59.8259,30.1577,59.9315,30.3534,16.036,18.338,18.141
77,41,1.172,0.656,12,10,22,60.0663,30.3084,59.9404,30.2812,14.086,17.423,16.936
34,12,1.115,1.120,10,10,20,59.9893,30.2231,59.8759,30.4363,17.322,27.394,21.197
67,25,0.940,0.423,16,8,0,59.8272,30.3872,59.8588,30.1970,11.188,13.310,14.307
21,2,0.421,2.308,9,8,17,60.0234,30.2337,60.0183,30.4058,9.575,12.377,12.558
33,10,1.110,1.131,10,6,16,59.8732,30.3987,59.9871,30.2074,16.557,23.000,21.655
51,31,1.243,0.910,8,6,14,60.0069,30.2845,59.9185,30.4752,14.474,18.510,18.316
31,9,0.966,1.100,8,4,12,59.8564,30.3804,59.9294,30.2427,11.175,16.133,16.404
57,42,0.907,0.880,9,5,14,60.0479,30.3723,59.8664,30.3234,20.356,22.387,22.114
71,40,1.012,0.706,9,10,19,59.9410,30.4768,59.8478,30.3244,13.403,17.135,17.698
33,9,1.166,1.200,10,11,21,60.0344,30.3401,59.8038,30.2983,25.747,47.191,47.432
59,34,0.923,0.425,17,6,23,59.8371,30.1339,59.9311,30.2375,11.941,21.230,20.912
62,32,1.440,0.620,14,8,22,59.8485,30.1827,60.0516,30.4423,26.810,55.512,56.802
35,10,0.787,1.367,8,6,14,59.7496,30.5747,60.0022,30.3909,29.903,42.901,44.725
32,10,1.076,0.996,7,5,12,59.8566,30.3790,60.0232,30.3164,18.854,21.044,21.026
29,6,0.988,1.742,8,10,18,60.1403,30.2123,60.0497,30.4420,16.235,21.490,22.436
44,23,1.224,0.929,9,4,13,59.9428,30.2384,59.9519,30.4107,9.650,12.466,12.496
30,9,1.415,0.859,7,9,16,60.0114,30.2433,59.8779,30.3316,15.640,19.105,19.518
55,30,0.717,0.662,14,8,22,59.9310,30.4766,60.0584,30.3387,16.114,27.002,26.323
37,14,0.825,0.873,11,7,18,59.8420,30.3973,60.0398,30.3734,22.037,40.580,38.852
60,35,1.313,0.842,11,7,18,60.0148,30.3249,59.8484,30.1021,22.277,29.959,29.454
32,11,1.140,0.961,10,9,19,59.8961,30.4166,60.0130,30.3950,13.054,17.234,16.934
44,22,1.509,1.123,9,10,19,59.8496,30.2109,59.9325,30.3575,12.317,14.184,13.900
69,40,1.194,0.977,10,5,15,59.8546,30.1981,59.9598,30.4050,16.431,19.873,20.038
75,31,1.240,0.850,7,5,12,59.9499,30.4913,59.9448,30.2628,12.739,15.316,15.204
33,10,1.424,1.363,14,7,21,59.8542,30.4683,59.9584,30.3099,14.567,17.153,16.775
56,30,0.899,1.099,8,8,16,59.8347,30.3934,59.9350,30.3491,11.430,12.935,13.333
50,23,1.253,0.483,9,5,14,60.0257,30.2932,59.8974,30.4222,15.967,19.824,18.895
33,10,0.808,0.712,11,5,16,59.8374,30.5115,59.9962,30.3699,19.344,29.955,29.537
42,18,1.193,1.081,10,10,20,59.7622,30.7905,60.0097,30.3553,36.691,50.472,51.224
73,25,0.935,0.600,8,9,17,60.0326,30.3455,59.8772,30.4403,18.067,33.055,33.192
24,3,0.471,2.348,9,12,21,59.8585,30.1832,59.9857,30.2161,14.262,25.647,25.105
35,13,0.793,0.716,10,10,20,59.7299,30.4659,59.8502,30.3419,15.072,19.727,20.618
35,12,1.087,1.262,7,11,18,59.8471,30.3751,59.9878,30.2905,16.348,20.300,19.797
43,19,1.496,1.017,9,7,16,60.0306,30.4047,59.9261,30.2778,13.596,16.502,17.685
59,36,1.579,0.759,10,6,16,60.0089,30.2274,59.8686,30.2672,15.754,22.117,21.946
51,26,1.150,0.808,9,7,16,60.0096,30.4220,59.9027,30.3306,12.933,16.021,16.425
73,31,1.668,0.593,8,12,20,59.8568,30.3060,60.0156,30.3876,18.238,21.317,21.939
57,26,0.967,0.895,10,6,16,59.9896,30.2199,59.9023,30.4219,14.863,17.387,18.680
61,31,1.260,0.845,9,7,16,59.9437,30.3631,60.0512,30.3359,12.044,13.340,13.913
67,36,1.462,1.037,8,4,12,59.9326,30.2510,60.0367,30.3254,12.293,14.772,15.682
72,47,0.678,0.680,9,9,18,59.8735,30.2616,60.0067,30.3864,16.353,18.887,19.222
49,24,1.179,0.967,8,10,18,59.8332,30.1776,59.8907,30.4410,16.031,25.966,25.215
48,23,0.822,1.091,7,8,15,59.9027,30.3191,59.9557,30.3713,6.573,7.896,7.808
43,16,1.346,1.058,9,12,21,59.5745,30.1384,59.8556,30.3922,34.346,40.177,41.711
88,39,1.548,0.729,8,6,14,59.8759,30.4088,60.0150,30.3246,16.155,19.555,19.690
63,36,1.351,0.608,11,7,18,59.8561,30.3825,59.9545,30.3582,11.023,14.007,13.778
27,5,0.719,1.651,10,9,19,59.8815,30.4568,60.0097,30.3581,15.278,18.945,18.955
62,39,1.096,0.662,10,12,22,59.7415,30.5931,59.9131,30.4573,20.542,31.197,32.170
52,25,1.240,0.671,7,8,15,59.8491,30.1793,59.9198,30.4874,18.905,33.723,34.489
70,43,1.003,1.076,10,10,20,60.0026,30.3384,59.9370,30.2884,7.805,9.959,9.952
51,28,1.193,1.019,8,6,14,59.8622,30.1854,59.9359,30.3803,13.608,16.512,16.428
52,28,0.994,1.001,8,9,17,59.8298,30.1936,59.9660,30.3128,16.540,19.315,18.796
62,37,1.112,0.957,9,5,14,59.9406,30.4981,60.0631,30.3719,15.319,24.025,23.648
39,16,1.484,0.509,11,9,20,59.8539,30.2943,59.9341,30.2385,9.437,14.170,13.408
32,10,1.516,1.313,10,7,17,60.0190,30.4018,59.9346,30.2963,11.068,12.794,14.514
56,35,1.109,0.714,9,10,19,59.8594,30.3773,59.9462,30.4983,11.768,18.694,18.189
31,9,1.166,1.589,8,9,17,60.0485,30.3480,60.0398,30.4084,3.490,3.931,3.933
38,15,0.811,0.933,9,9,18,59.9210,30.2905,59.9961,30.4292,11.371,15.947,14.224
33,9,1.202,1.282,8,6,14,59.7933,30.1495,59.9100,30.3481,17.071,20.086,21.413
31,7,0.839,0.843,11,7,18,59.9434,30.4847,59.9154,30.2946,11.037,12.306,12.861
64,31,1.414,0.699,11,9,20,59.9065,30.4618,59.9514,30.2172,14.513,16.771,17.528
51,20,1.485,1.294,13,12,1,59.7198,30.0756,59.9301,30.3606,28.290,31.744,32.635
35,12,0.965,0.899,8,9,17,60.0361,30.3473,59.9271,30.3350,12.134,14.591,14.843
23,3,0.848,2.162,11,9,20,59.9737,31.0457,60.0377,30.4129,35.890,56.193,57.738
36,15,1.427,1.010,9,7,16,59.9803,30.4033,59.8558,30.3829,13.889,17.789,17.756
41,17,1.318,0.892,11,12,23,60.0342,30.3988,59.9455,30.3633,10.066,13.183,12.679
23,3,0.924,2.115,8,7,15,59.8266,30.1555,59.9602,30.3217,17.510,20.970,21.403
39,16,1.700,1.193,11,10,21,59.8431,30.2609,59.8312,30.1486,6.412,7.685,7.561
30,8,0.783,1.558,10,11,21,60.0092,30.7012,60.0371,30.4175,16.060,25.350,36.094
39,11,0.815,0.900,8,10,18,60.0570,30.3347,59.9323,30.3538,13.905,15.130,15.247
85,30,1.933,0.582,10,8,18,59.8479,30.2058,59.9723,30.3147,15.105,19.468,17.791
37,12,1.247,0.991,9,9,18,60.0452,30.3450,59.9364,30.2881,12.509,15.200,16.527
23,3,0.601,2.402,9,11,20,59.8430,30.3109,59.9569,30.3738,13.132,15.290,15.005
38,14,1.216,1.145,9,10,19,59.8632,30.3226,59.9839,30.3386,13.456,15.271,15.072
32,11,1.329,1.513,7,8,15,59.9323,30.2399,60.0550,30.3348,14.627,17.315,17.832
50,22,1.439,0.752,14,6,20,59.8605,30.3491,60.0160,30.2695,17.848,20.644,22.317
48,24,1.072,0.885,7,10,17,59.8517,30.2098,59.9203,30.4493,15.389,33.270,21.386
50,24,1.102,1.136,10,7,17,60.0207,30.2448,60.0285,29.9727,15.141,22.806,24.335
31,7,1.647,0.892,10,7,17,59.8661,30.3938,59.9686,30.4039,11.417,15.811,15.893
34,9,1.476,0.922,10,11,21,59.8339,30.2205,59.9327,30.3527,13.235,17.558,17.144
30,7,1.473,1.060,9,10,19,59.8478,30.2097,59.9286,30.3020,10.360,11.582,11.611
52,27,1.675,0.874,9,11,20,59.8848,30.9976,59.9321,30.3490,36.544,44.595,45.188
32,9,1.099,1.219,10,10,20,59.8452,30.3992,59.8620,30.3287,4.361,6.049,6.073
30,8,0.986,1.433,11,5,16,60.0390,30.4161,59.9424,30.2771,13.235,15.855,15.394
41,14,1.321,1.155,13,9,22,59.8549,30.3781,60.0042,30.3284,16.825,19.645,18.744
37,13,0.832,1.038,8,8,16,60.0137,30.4209,59.8861,30.4199,14.189,17.620,17.822
62,41,1.055,0.496,8,9,17,59.8295,30.2194,59.9890,30.2992,18.292,22.019,23.624
18,1,0.787,2.956,10,8,18,59.8299,30.3957,59.9664,30.3875,15.182,19.030,18.925
36,12,0.933,1.352,9,8,17,59.8340,30.2522,59.8578,30.3945,8.378,11.577,10.336
31,8,1.116,1.384,9,12,21,59.8544,30.4687,59.9387,30.2786,14.158,18.308,17.484
62,33,1.596,0.843,11,9,20,60.0359,30.4238,60.0181,30.3130,6.462,8.838,8.669
49,24,1.019,0.390,8,7,15,59.8781,30.4609,59.9893,30.2933,15.495,19.030,18.487
51,21,1.560,0.843,8,8,16,59.8611,30.2551,59.9418,30.2792,9.067,11.534,11.710
61,37,1.122,1.019,7,8,15,59.8539,30.3559,60.0164,30.3220,18.168,19.470,19.544
28,7,0.860,0.869,8,9,17,60.0162,30.2450,59.8583,30.1955,17.770,25.255,25.769
28,5,0.877,1.126,9,8,17,59.8267,30.2161,59.7227,30.0599,14.497,16.389,16.447
40,22,1.462,0.866,12,8,20,60.0413,30.4210,59.9578,30.3282,10.621,12.496,12.951
81,48,1.156,0.779,9,8,17,59.8553,30.1805,59.9320,30.3669,13.443,16.127,16.147
49,27,1.089,1.015,10,9,19,60.1411,30.2153,59.9113,30.3157,26.158,29.881,39.974
34,11,1.595,1.160,10,8,18,59.9320,30.4691,60.0043,30.2977,12.474,16.382,17.380
31,8,1.004,1.221,10,8,18,59.9090,30.3131,59.8024,30.2976,11.889,15.473,16.787
44,20,1.536,0.776,11,4,15,59.7288,30.4181,59.9284,30.2516,24.060,34.257,34.074
84,42,1.265,0.723,10,12,22,59.8563,30.1841,59.9702,30.3206,14.777,18.861,18.753
72,37,1.680,0.887,8,6,14,59.9576,30.4845,59.8074,30.3168,19.140,29.136,29.635
52,21,1.246,1.018,8,8,16,59.9251,30.3274,60.0376,30.4771,15.032,21.231,20.258
57,30,1.361,0.823,7,10,17,59.8453,30.2338,59.9252,30.3755,11.887,14.953,14.959
27,5,1.187,1.575,10,8,18,59.8543,30.4704,59.9409,30.2798,14.345,17.822,17.541
66,34,0.967,0.885,9,7,16,59.8277,30.2004,59.9485,30.2987,14.513,17.305,17.147
28,6,0.911,1.389,10,9,19,60.0775,30.3221,59.9907,30.3322,9.664,11.024,11.042
25,3,0.798,1.474,7,7,14,59.9481,30.2780,59.8538,30.0740,15.475,22.207,23.165
43,22,1.266,0.950,10,7,17,59.9289,30.3130,59.8371,30.1370,14.160,16.930,17.521
42,22,1.093,1.125,10,8,18,59.9101,30.4577,60.0367,30.3746,14.821,18.440,27.956
31,8,1.097,1.426,8,7,15,60.0003,30.2126,60.1441,30.2218,16.006,26.075,27.559
28,6,1.139,1.625,9,7,16,59.8564,30.3685,60.0178,30.3156,18.182,19.801,19.939
21,2,0.615,1.825,10,7,17,59.9122,30.4667,60.0389,30.3220,16.220,20.695,21.008
44,23,1.013,0.502,9,9,18,59.7739,30.1463,59.9949,30.1349,24.579,41.399,41.212
55,27,1.191,0.893,10,6,16,59.8442,30.2335,59.9969,29.7677,31.012,60.407,61.341
33,9,1.089,1.346,8,7,15,59.8286,30.4155,59.9406,30.2755,14.695,18.308,17.882
74,33,1.238,0.890,9,11,20,59.9546,30.4977,59.9323,30.3538,8.386,9.607,10.451
69,38,1.749,0.762,11,11,22,59.8369,30.1294,59.9844,30.2308,17.349,33.315,28.122
42,18,1.636,1.013,7,9,16,59.8655,30.3164,60.0129,30.3207,16.394,18.418,18.282
59,29,1.593,0.657,9,7,16,59.8775,30.4643,60.0090,30.2977,17.315,20.904,20.576
56,39,1.171,0.804,11,5,16,60.0251,30.4275,59.8583,30.3900,18.666,31.499,31.040
69,34,1.403,0.594,12,6,18,60.2609,29.7892,60.0234,30.3122,39.189,56.058,55.001
24,3,0.475,1.978,9,7,16,59.7184,30.0744,59.8018,30.2988,15.618,24.228,26.204
26,5,0.888,1.031,9,5,14,59.9261,30.3108,60.0163,30.3135,10.028,12.761,12.769
46,24,1.665,0.767,8,10,18,60.0260,30.3234,59.9086,30.2998,13.121,15.560,16.032
35,10,1.298,0.899,8,9,17,59.8314,30.1411,59.9489,30.2800,15.196,19.421,19.208
29,6,1.141,1.339,8,7,15,60.0446,30.3820,59.9155,30.3306,14.638,16.798,16.838
38,15,1.664,1.058,11,8,19,59.6682,30.0724,59.5735,30.1390,11.174,13.045,12.929
37,13,1.499,0.922,8,9,17,59.8319,30.1990,59.9543,30.3557,16.179,19.158,18.540
28,6,1.423,1.509,10,10,20,59.8609,30.1852,59.9180,30.3484,11.094,13.218,13.773
34,10,1.551,0.932,14,10,0,59.8392,30.3147,59.7873,30.6885,21.679,29.664,30.488
32,10,1.510,0.910,7,9,16,59.9560,30.2303,59.8525,30.1976,11.655,16.968,18.224
61,33,1.345,0.529,9,8,17,59.8933,30.4750,59.9996,30.3299,14.311,17.001,17.084
31,8,0.969,1.031,8,8,16,59.8451,30.2372,59.8205,30.1699,4.650,5.687,5.693
32,9,0.827,1.516,14,7,21,59.9543,30.4298,60.0521,30.3581,11.575,15.040,15.278
62,29,1.474,1.057,8,11,19,59.8533,30.3340,59.9375,30.2239,11.192,15.870,15.907
54,26,0.952,0.603,16,9,1,59.8426,30.4010,59.9337,30.3668,10.309,11.979,12.602
66,32,1.232,0.968,11,7,18,59.8545,30.2323,59.9000,30.4263,11.950,16.538,16.044
